X,geneID,transcriptID,transcriptName,classification,hybrid,rownum,chr,start,stop,strand,method,type
1806217,ENSG00000280432,ENST00000624971,ENST00000624971,single_exon,none,1806217,chr21,16525919,16527019,+,HAVANA,exon
1806220,ENSG00000207638,ENST00000384906,MIR99A-201,single_exon,none,1806220,chr21,16539089,16539169,+,ENSEMBL,exon
1806223,ENSG00000199030,ENST00000362160,MIRLET7C-201,single_exon,none,1806223,chr21,16539828,16539911,+,ENSEMBL,exon
1806230,ENSG00000207863,ENST00000385128,MIR125B2-201,single_exon,none,1806230,chr21,16590237,16590325,+,ENSEMBL,exon
1806233,ENSG00000239023,ENST00000458992,RNU1-98P-201,single_exon,none,1806233,chr21,16718998,16719157,+,ENSEMBL,exon
1806247,ENSG00000225735,ENST00000433383,NEK4P1-201,single_exon,none,1806247,chr21,17210469,17211347,-,HAVANA,exon
1806250,ENSG00000278181,ENST00000620221,ENST00000620221,single_exon,none,1806250,chr21,17296219,17296596,+,HAVANA,exon
1806253,ENSG00000252462,ENST00000516653,RNU6-113P-201,single_exon,none,1806253,chr21,17431547,17431647,+,ENSEMBL,exon
1806266,ENSG00000226580,ENST00000445481,RPL39P40-201,single_exon,none,1806266,chr21,17500679,17500824,-,HAVANA,exon
1806269,ENSG00000266195,ENST00000583100,RN7SL163P-201,single_exon,none,1806269,chr21,17506453,17506728,+,ENSEMBL,exon
1806305,ENSG00000232260,ENST00000413813,BTF3L4P1-201,single_exon,none,1806305,chr21,17518526,17518993,-,HAVANA,exon
1806308,ENSG00000200754,ENST00000363884,Y_RNA.184-201,single_exon,none,1806308,chr21,17527140,17527247,-,ENSEMBL,exon
1806311,ENSG00000199962,ENST00000363092,Y_RNA.96-201,single_exon,none,1806311,chr21,17576798,17576906,+,ENSEMBL,exon
1806351,ENSG00000280594,ENST00000630155,BTG3-AS1-202,single_exon,HFE,1806351,chr21,17611773,17614113,+,HAVANA,exon
1806358,ENSG00000279648,ENST00000624164,ENST00000624164,single_exon,none,1806358,chr21,17705408,17707455,+,HAVANA,exon
1806421,ENSG00000215369,ENST00000456825,RPL37P3-201,single_exon,none,1806421,chr21,17894193,17894485,-,HAVANA,exon
1806560,ENSG00000265841,ENST00000580069,MIR548X-201,single_exon,none,1806560,chr21,18686090,18686164,-,ENSEMBL,exon
1806563,ENSG00000198618,ENST00000358455,PPIAP22-201,single_exon,none,1806563,chr21,18857779,18858276,+,HAVANA,exon
1806566,ENSG00000279156,ENST00000623771,ENST00000623771,single_exon,none,1806566,chr21,18917213,18917429,+,HAVANA,exon
1806585,ENSG00000226818,ENST00000413933,SLC6A6P1-201,single_exon,none,1806585,chr21,19244543,19246392,+,HAVANA,exon
1806592,ENSG00000212609,ENST00000391307,RNU1-139P-201,single_exon,none,1806592,chr21,19345148,19345312,+,ENSEMBL,exon
1806595,ENSG00000230198,ENST00000448908,RPL37P4-201,single_exon,none,1806595,chr21,19593841,19594108,+,HAVANA,exon
1806598,ENSG00000271486,ENST00000603349,NIPA2P3-201,single_exon,none,1806598,chr21,19620695,19621545,+,HAVANA,exon
1806601,ENSG00000229336,ENST00000282964,SREK1IP1P1-201,single_exon,none,1806601,chr21,19739709,19740150,+,HAVANA,exon
1806604,ENSG00000215353,ENST00000400117,C1QBPP1-201,single_exon,none,1806604,chr21,19759359,19760128,-,HAVANA,exon
1806620,ENSG00000251851,ENST00000516042,RNU6-772P-201,single_exon,none,1806620,chr21,20355748,20355852,-,ENSEMBL,exon
1806623,ENSG00000252963,ENST00000517154,RN7SKP147-201,single_exon,none,1806623,chr21,20356653,20356896,+,ENSEMBL,exon
1806626,ENSG00000233676,ENST00000425091,FDPSP6-201,single_exon,none,1806626,chr21,20388334,20388845,+,HAVANA,exon
1806629,ENSG00000234439,ENST00000447938,KRT18P2-201,single_exon,none,1806629,chr21,20424949,20426206,-,HAVANA,exon
1806632,ENSG00000233206,ENST00000413190,RPS3AP1-201,single_exon,none,1806632,chr21,20430443,20430762,-,HAVANA,exon
1806635,ENSG00000276738,ENST00000615444,ENST00000615444,single_exon,none,1806635,chr21,20597953,20598163,+,HAVANA,exon
1807342,ENSG00000215351,ENST00000448832,PPIAP1-201,single_exon,none,1807342,chr21,20828127,20828622,-,HAVANA,exon
1807496,ENSG00000234340,ENST00000433524,ENST00000433524,single_exon,none,1807496,chr21,22134698,22136083,-,HAVANA,exon
1807499,ENSG00000231136,ENST00000454567,ENST00000454567,single_exon,none,1807499,chr21,22153950,22154299,-,HAVANA,exon
1807502,ENSG00000202339,ENST00000365469,RNU4-45P-201,single_exon,none,1807502,chr21,22205192,22205332,+,ENSEMBL,exon
1807524,ENSG00000223488,ENST00000379571,MAPK6P2-201,single_exon,none,1807524,chr21,22436290,22438349,-,HAVANA,exon
1807544,ENSG00000275469,ENST00000619419,MIR6130-201,single_exon,none,1807544,chr21,23079284,23079392,+,ENSEMBL,exon
1807547,ENSG00000219368,ENST00000406845,ZNF299P-201,single_exon,none,1807547,chr21,23090028,23091831,-,HAVANA,exon
1807560,ENSG00000223078,ENST00000411146,RNU2-55P-201,single_exon,none,1807560,chr21,23281736,23281909,-,ENSEMBL,exon
1807615,ENSG00000223822,ENST00000447052,EEF1A1P1-201,single_exon,none,1807615,chr21,23390258,23390996,+,HAVANA,exon
1807622,ENSG00000199698,ENST00000362828,Y_RNA.59-201,single_exon,none,1807622,chr21,23432181,23432282,-,ENSEMBL,exon
1807730,ENSG00000237484,ENST00000653413,LINC01684-205,single_exon,HFE,1807730,chr21,24428737,24429136,+,HAVANA,exon
1807889,ENSG00000237444,ENST00000423389,ENST00000423389,single_exon,none,1807889,chr21,25031005,25031529,-,HAVANA,exon
1807907,ENSG00000274662,ENST00000410635,RN7SKP236-201,single_exon,none,1807907,chr21,25101132,25101415,+,ENSEMBL,exon
1807934,ENSG00000238627,ENST00000410986,RNA5SP489-201,single_exon,none,1807934,chr21,25202207,25202315,+,ENSEMBL,exon
1807937,ENSG00000213885,ENST00000425147,RPL13AP7-201,single_exon,none,1807937,chr21,25361821,25362431,+,HAVANA,exon
1807944,ENSG00000279534,ENST00000624405,ENST00000624405,single_exon,none,1807944,chr21,25371827,25372043,+,HAVANA,exon
1808112,ENSG00000283904,ENST00000385060,MIR155-201,single_exon,none,1808112,chr21,25573980,25574044,+,ENSEMBL,exon
1808115,ENSG00000260583,ENST00000567517,ENST00000567517,single_exon,none,1808115,chr21,25582770,25583326,-,HAVANA,exon
1808205,ENSG00000237731,ENST00000420965,RNGTTP1-201,single_exon,none,1808205,chr21,25643489,25644216,+,HAVANA,exon
1808212,ENSG00000227054,ENST00000450769,FDX1P2-201,single_exon,none,1808212,chr21,25692180,25692554,+,HAVANA,exon
1808285,ENSG00000235514,ENST00000436405,LLPHP2-201,single_exon,none,1808285,chr21,25762938,25763333,-,HAVANA,exon
1808501,ENSG00000233783,ENST00000596669,ENST00000596669,single_exon,HFE,1808501,chr21,25934341,25935178,+,HAVANA,exon
1808507,ENSG00000251972,ENST00000516163,RNU6-123P-201,single_exon,none,1808507,chr21,25943044,25943145,-,ENSEMBL,exon
1808527,ENSG00000206802,ENST00000384075,RNU6-926P-201,single_exon,none,1808527,chr21,26190707,26190813,+,ENSEMBL,exon
1808572,ENSG00000273115,ENST00000608410,ENST00000608410,single_exon,none,1808572,chr21,26459903,26460214,-,HAVANA,exon
1808704,ENSG00000266133,ENST00000584048,MIR4759-201,single_exon,none,1808704,chr21,26953961,26954043,+,ENSEMBL,exon
1808707,ENSG00000215326,ENST00000429271,GPX1P2-201,single_exon,none,1808707,chr21,27143344,27143949,-,HAVANA,exon
1808733,ENSG00000233300,ENST00000420241,EIF4A1P1-201,single_exon,none,1808733,chr21,27367014,27367947,-,HAVANA,exon
1808736,ENSG00000217026,ENST00000447844,RPL10P1-201,single_exon,none,1808736,chr21,27420380,27421023,-,HAVANA,exon
1808739,ENSG00000219592,ENST00000406229,NCSTNP1-201,single_exon,none,1808739,chr21,27492118,27492261,+,HAVANA,exon
1808886,ENSG00000283300,ENST00000637157,U6.98-201,single_exon,none,1808886,chr21,28743208,28743291,+,ENSEMBL,exon
1809046,ENSG00000176054,ENST00000320371,RPL23P2-201,single_exon,none,1809046,chr21,28997613,28998033,-,HAVANA,exon
1809086,ENSG00000273254,ENST00000608809,ENST00000608809,single_exon,none,1809086,chr21,29024255,29024890,-,HAVANA,exon
1809415,ENSG00000232687,ENST00000412942,RPL12P9-201,single_exon,none,1809415,chr21,29127701,29128188,-,HAVANA,exon
1809418,ENSG00000201984,ENST00000365114,Y_RNA.314-201,single_exon,none,1809418,chr21,29139283,29139384,-,ENSEMBL,exon
1809421,ENSG00000212479,ENST00000391177,U3.23-201,single_exon,none,1809421,chr21,29180425,29180639,-,ENSEMBL,exon
1809499,ENSG00000236056,ENST00000450472,GAPDHP14-201,single_exon,none,1809499,chr21,29222321,29223257,+,HAVANA,exon
1809508,ENSG00000273017,ENST00000609910,ENST00000609910,single_exon,none,1809508,chr21,29359002,29359453,+,HAVANA,exon
1809518,ENSG00000228817,ENST00000626681,BACH1-IT2-203,single_exon,none,1809518,chr21,29370497,29370973,+,HAVANA,exon
1809669,ENSG00000273464,ENST00000608759,ENST00000608759,single_exon,none,1809669,chr21,29657406,29657831,+,HAVANA,exon
1809706,ENSG00000156282,ENST00000286808,CLDN17-201,single_exon,none,1809706,chr21,30165565,30166805,-,HAVANA,exon
1809714,ENSG00000156284,ENST00000399899,CLDN8-201,single_exon,none,1809714,chr21,30214006,30216097,-,HAVANA,exon
1809717,ENSG00000225267,ENST00000430538,RPL8P2-201,single_exon,none,1809717,chr21,30263380,30263881,-,HAVANA,exon
1809720,ENSG00000188694,ENST00000340345,KRTAP24-1-201,single_exon,none,1809720,chr21,30281309,30282950,-,HAVANA,exon
1809723,ENSG00000232263,ENST00000416044,KRTAP25-1-201,single_exon,none,1809723,chr21,30289145,30289514,-,HAVANA,exon
1809726,ENSG00000197683,ENST00000360542,KRTAP26-1-201,single_exon,none,1809726,chr21,30319124,30320315,-,HAVANA,exon
1809729,ENSG00000206107,ENST00000382835,KRTAP27-1-201,single_exon,none,1809729,chr21,30337013,30337694,-,HAVANA,exon
1809732,ENSG00000186980,ENST00000334160,KRTAP23-1-201,single_exon,none,1809732,chr21,30348399,30348606,-,HAVANA,exon
1809735,ENSG00000250973,ENST00000508999,KRTAP13-6P-201,single_exon,none,1809735,chr21,30356515,30356885,-,HAVANA,exon
1809738,ENSG00000182816,ENST00000399889,KRTAP13-2-201,single_exon,none,1809738,chr21,30371390,30372271,-,HAVANA,exon
1809741,ENSG00000265007,ENST00000581194,MIR4327-201,single_exon,none,1809741,chr21,30375294,30375378,-,ENSEMBL,exon
1809744,ENSG00000198390,ENST00000355459,KRTAP13-1-201,single_exon,none,1809744,chr21,30396031,30396822,+,HAVANA,exon
1809747,ENSG00000240432,ENST00000390690,KRTAP13-3-201,single_exon,none,1809747,chr21,30425380,30425926,-,HAVANA,exon
1809750,ENSG00000186971,ENST00000334068,KRTAP13-4-201,single_exon,none,1809750,chr21,30430220,30431026,+,HAVANA,exon
1809753,ENSG00000233640,ENST00000418755,KRTAP13-5P-201,single_exon,none,1809753,chr21,30436466,30436964,-,HAVANA,exon
1809756,ENSG00000186970,ENST00000334067,KRTAP15-1-201,single_exon,none,1809756,chr21,30440275,30440869,+,HAVANA,exon
1809759,ENSG00000184351,ENST00000390689,KRTAP19-1-201,single_exon,none,1809759,chr21,30479706,30480367,-,HAVANA,exon
1809762,ENSG00000186965,ENST00000334055,KRTAP19-2-201,single_exon,none,1809762,chr21,30487043,30487436,-,HAVANA,exon
1809765,ENSG00000244025,ENST00000334063,KRTAP19-3-201,single_exon,none,1809765,chr21,30491462,30492013,-,HAVANA,exon
1809768,ENSG00000186967,ENST00000334058,KRTAP19-4-201,single_exon,none,1809768,chr21,30496824,30497165,-,HAVANA,exon
1809771,ENSG00000186977,ENST00000334151,KRTAP19-5-201,single_exon,none,1809771,chr21,30501657,30502141,-,HAVANA,exon
1809774,ENSG00000237841,ENST00000421795,KRTAP19-9P-201,single_exon,none,1809774,chr21,30510307,30510497,-,HAVANA,exon
1809777,ENSG00000235312,ENST00000445258,KRTAP19-10P-201,single_exon,none,1809777,chr21,30514613,30514799,-,HAVANA,exon
1809780,ENSG00000218125,ENST00000406413,ENST00000406413,single_exon,none,1809780,chr21,30526546,30526701,-,HAVANA,exon
1809783,ENSG00000236612,ENST00000439851,KRTAP19-11P-201,single_exon,none,1809783,chr21,30537278,30537381,-,HAVANA,exon
1809786,ENSG00000186925,ENST00000334046,KRTAP19-6-201,single_exon,none,1809786,chr21,30541535,30541864,-,HAVANA,exon
1809789,ENSG00000244362,ENST00000334849,KRTAP19-7-201,single_exon,none,1809789,chr21,30560875,30561314,-,HAVANA,exon
1809792,ENSG00000206106,ENST00000382830,KRTAP22-2-201,single_exon,none,1809792,chr21,30590105,30590397,-,HAVANA,exon
1809795,ENSG00000212938,ENST00000391624,KRTAP6-3-201,single_exon,none,1809795,chr21,30592440,30593075,+,HAVANA,exon
1809798,ENSG00000186930,ENST00000334897,KRTAP6-2-201,single_exon,none,1809798,chr21,30598590,30598902,-,HAVANA,exon
1809801,ENSG00000186924,ENST00000334680,KRTAP22-1-201,single_exon,none,1809801,chr21,30601087,30601382,+,HAVANA,exon
1809804,ENSG00000184724,ENST00000329122,KRTAP6-1-201,single_exon,none,1809804,chr21,30613431,30613930,-,HAVANA,exon
1809807,ENSG00000244624,ENST00000334664,KRTAP20-1-201,single_exon,none,1809807,chr21,30616425,30616699,+,HAVANA,exon
1809810,ENSG00000206105,ENST00000382828,KRTAP20-4-201,single_exon,none,1809810,chr21,30620627,30620850,+,HAVANA,exon
1809813,ENSG00000184032,ENST00000330798,KRTAP20-2-201,single_exon,none,1809813,chr21,30635206,30635619,+,HAVANA,exon
1809816,ENSG00000206104,ENST00000382826,KRTAP20-3-201,single_exon,none,1809816,chr21,30642864,30643136,+,HAVANA,exon
1809819,ENSG00000231068,ENST00000444335,KRTAP21-3-201,single_exon,none,1809819,chr21,30718525,30718777,-,HAVANA,exon
1809822,ENSG00000236400,ENST00000454921,KRTAP21-4P-201,single_exon,none,1809822,chr21,30741780,30742595,-,HAVANA,exon
1809825,ENSG00000187026,ENST00000333892,KRTAP21-2-201,single_exon,none,1809825,chr21,30746794,30747259,-,HAVANA,exon
1809828,ENSG00000187005,ENST00000335093,KRTAP21-1-201,single_exon,none,1809828,chr21,30755015,30755428,-,HAVANA,exon
1809831,ENSG00000238257,ENST00000424582,ENST00000424582,single_exon,none,1809831,chr21,30762682,30762882,-,HAVANA,exon
1809834,ENSG00000233036,ENST00000440620,KRTAP8-2P-201,single_exon,none,1809834,chr21,30802242,30802427,-,HAVANA,exon
1809837,ENSG00000227840,ENST00000423658,KRTAP8-3P-201,single_exon,none,1809837,chr21,30806932,30807119,-,HAVANA,exon
1809840,ENSG00000183640,ENST00000329621,KRTAP8-1-201,single_exon,none,1809840,chr21,30812697,30813274,-,HAVANA,exon
1809843,ENSG00000274749,ENST00000621162,KRTAP7-1-201,single_exon,none,1809843,chr21,30829039,30829759,-,HAVANA,exon
1809846,ENSG00000182591,ENST00000332378,KRTAP11-1-201,single_exon,none,1809846,chr21,30880644,30881580,-,HAVANA,exon
1809849,ENSG00000206102,ENST00000382822,KRTAP19-8-201,single_exon,none,1809849,chr21,31038159,31038476,-,HAVANA,exon
1810008,ENSG00000237325,ENST00000490865,ENST00000490865,single_exon,none,1810008,chr21,31452466,31453223,+,HAVANA,exon
1810015,ENSG00000230870,ENST00000393804,FBXW11P1-201,single_exon,none,1810015,chr21,31627127,31628600,-,HAVANA,exon
1810048,ENSG00000238390,ENST00000458922,ENST00000458922,single_exon,none,1810048,chr21,31664306,31664482,+,ENSEMBL,exon
1810051,ENSG00000273271,ENST00000609934,ENST00000609934,single_exon,none,1810051,chr21,31666728,31667247,-,HAVANA,exon
1810144,ENSG00000229046,ENST00000445197,HMGN1P2-201,single_exon,none,1810144,chr21,31706555,31706864,+,HAVANA,exon
1810147,ENSG00000273091,ENST00000610276,ENST00000610276,single_exon,none,1810147,chr21,31735732,31736407,+,HAVANA,exon
1810150,ENSG00000234107,ENST00000458495,TPT1P1-201,single_exon,none,1810150,chr21,31840341,31840858,+,HAVANA,exon
1810200,ENSG00000261610,ENST00000565959,ENST00000565959,single_exon,none,1810200,chr21,32259804,32261585,-,HAVANA,exon
1810289,ENSG00000200792,ENST00000363922,SNORA80A-201,single_exon,none,1810289,chr21,32377187,32377322,-,ENSEMBL,exon
1810292,ENSG00000256073,ENST00000534991,URB1-AS1-201,single_exon,none,1810292,chr21,32393095,32393980,+,HAVANA,exon
1810607,ENSG00000229007,ENST00000448649,EXOSC3P1-201,single_exon,none,1810607,chr21,32496812,32497311,+,HAVANA,exon
1810693,ENSG00000252045,ENST00000516236,ENST00000516236,single_exon,none,1810693,chr21,32538299,32538434,+,ENSEMBL,exon
1810696,ENSG00000252950,ENST00000517141,RNA5SP490-201,single_exon,none,1810696,chr21,32563075,32563210,+,ENSEMBL,exon
1810744,ENSG00000228433,ENST00000435600,OR7E23P-201,single_exon,none,1810744,chr21,32621084,32622083,+,HAVANA,exon
1811057,ENSG00000238197,ENST00000691027,PAXBP1-AS1-215,single_exon,none,1811057,chr21,32728094,32729957,+,HAVANA,exon
1811311,ENSG00000279690,ENST00000624800,ENST00000624800,single_exon,none,1811311,chr21,32790673,32791504,-,HAVANA,exon
1811331,ENSG00000224427,ENST00000444036,ENST00000444036,single_exon,none,1811331,chr21,32841496,32841811,-,HAVANA,exon
1811334,ENSG00000207098,ENST00000384370,SNORA70.9-201,single_exon,none,1811334,chr21,32841861,32841995,-,ENSEMBL,exon
1811355,ENSG00000205927,ENST00000333337,OLIG2-201,single_exon,HFE,1811355,chr21,33025935,33029196,+,HAVANA,exon
1811365,ENSG00000184221,ENST00000382348,OLIG1-201,single_exon,HFE,1811365,chr21,33070141,33072413,+,HAVANA,exon
1811664,ENSG00000289238,ENST00000687762,ENST00000687762,single_exon,none,1811664,chr21,33324137,33324872,-,HAVANA,exon
1811813,ENSG00000226501,ENST00000451645,USF1P1-201,single_exon,none,1811813,chr21,33334571,33335096,+,HAVANA,exon
1811816,ENSG00000289939,ENST00000701889,ENST00000701889,single_exon,none,1811816,chr21,33402653,33403047,+,HAVANA,exon
1811933,ENSG00000215088,ENST00000414617,RPS5P3-201,single_exon,none,1811933,chr21,33481580,33482195,-,HAVANA,exon
1812129,ENSG00000233956,ENST00000448054,BTF3P6-201,single_exon,none,1812129,chr21,33518610,33519108,-,HAVANA,exon
1812291,ENSG00000284448,ENST00000290239,MIR6501-201,single_exon,none,1812291,chr21,33550662,33550728,+,ENSEMBL,exon
1813173,ENSG00000237945,ENST00000701334,LINC00649-221,single_exon,none,1813173,chr21,33948919,33949387,+,HAVANA,exon
1813189,ENSG00000244294,ENST00000467060,RN7SL740P-201,single_exon,none,1813189,chr21,33918995,33919338,-,ENSEMBL,exon
1813232,ENSG00000224598,ENST00000415238,RPS5P2-201,single_exon,none,1813232,chr21,34135432,34136071,-,HAVANA,exon
1813334,ENSG00000222018,ENST00000410005,C21orf140-201,single_exon,none,1813334,chr21,34400112,34401072,-,HAVANA,exon
1813337,ENSG00000273104,ENST00000608665,ENST00000608665,single_exon,none,1813337,chr21,34412200,34412587,+,HAVANA,exon
1813344,ENSG00000272958,ENST00000608289,ENST00000608289,single_exon,none,1813344,chr21,34425508,34426017,+,HAVANA,exon
1813410,ENSG00000221398,ENST00000408471,ENST00000408471,single_exon,none,1813410,chr21,34456110,34456237,-,ENSEMBL,exon
1813489,ENSG00000159200,ENST00000609325,RCAN1-213,single_exon,HFE,1813489,chr21,34521071,34523117,-,HAVANA,exon
1813653,ENSG00000286153,ENST00000701892,ENST00000701892,single_exon,none,1813653,chr21,34836887,34837978,+,HAVANA,exon
1813660,ENSG00000223671,ENST00000421454,RPL34P3-201,single_exon,none,1813660,chr21,35472095,35472432,-,HAVANA,exon
1813663,ENSG00000231300,ENST00000431167,EZH2P1-201,single_exon,none,1813663,chr21,35599732,35600022,-,HAVANA,exon
1813670,ENSG00000211590,ENST00000390235,MIR802-201,single_exon,none,1813670,chr21,35720715,35720808,+,ENSEMBL,exon
1813673,ENSG00000229761,ENST00000434853,RPS20P1-201,single_exon,none,1813673,chr21,35724747,35725100,-,HAVANA,exon
1813676,ENSG00000234008,ENST00000440405,PPP1R2P2-201,single_exon,none,1813676,chr21,35887195,35887807,+,HAVANA,exon
1813683,ENSG00000214914,ENST00000453844,RPL23AP3-201,single_exon,none,1813683,chr21,36016079,36016546,-,HAVANA,exon
1813824,ENSG00000189089,ENST00000408914,RIMKLBP1-201,single_exon,none,1813824,chr21,36050214,36051377,+,HAVANA,exon
1813832,ENSG00000200213,ENST00000363343,RNU6-992P-201,single_exon,none,1813832,chr21,36066545,36066652,+,ENSEMBL,exon
1813864,ENSG00000289001,ENST00000692721,ENST00000692721,single_exon,none,1813864,chr21,36070024,36070700,+,HAVANA,exon
1813878,ENSG00000226054,ENST00000452572,MEMO1P1-201,single_exon,none,1813878,chr21,36130489,36131376,+,HAVANA,exon
1813979,ENSG00000214889,ENST00000419943,RPS9P1-201,single_exon,none,1813979,chr21,36132450,36133032,+,HAVANA,exon
1814147,ENSG00000228149,ENST00000437106,RPL3P1-201,single_exon,none,1814147,chr21,36168970,36170180,-,HAVANA,exon
1814150,ENSG00000214867,ENST00000399149,SRSF9P1-201,single_exon,none,1814150,chr21,36295173,36295702,-,HAVANA,exon
1814153,ENSG00000273199,ENST00000608391,ENST00000608391,single_exon,none,1814153,chr21,36319792,36320670,-,HAVANA,exon
1814284,ENSG00000224421,ENST00000444161,ATP5MFP1-201,single_exon,none,1814284,chr21,36388878,36389112,-,HAVANA,exon
1814287,ENSG00000289221,ENST00000691257,ENST00000691257,single_exon,none,1814287,chr21,36429346,36430100,-,HAVANA,exon
1814320,ENSG00000279365,ENST00000624669,ENST00000624669,single_exon,none,1814320,chr21,36485867,36487760,+,HAVANA,exon
1814478,ENSG00000199806,ENST00000362936,RNA5SP491-201,single_exon,none,1814478,chr21,36851911,36852028,+,ENSEMBL,exon
1814499,ENSG00000207416,ENST00000384685,Y_RNA.558-201,single_exon,none,1814499,chr21,36986739,36986851,-,ENSEMBL,exon
1814502,ENSG00000215734,ENST00000400819,MRPL20P1-201,single_exon,none,1814502,chr21,36994643,36995075,+,HAVANA,exon
1814520,ENSG00000212136,ENST00000390834,RNU6-696P-201,single_exon,none,1814520,chr21,37045530,37045636,+,ENSEMBL,exon
1815240,ENSG00000270116,ENST00000602568,ENST00000602568,single_exon,none,1815240,chr21,37100814,37101343,+,HAVANA,exon
1815274,ENSG00000263969,ENST00000579533,RN7SL678P-201,single_exon,none,1815274,chr21,37215605,37215903,+,ENSEMBL,exon
1815360,ENSG00000272948,ENST00000608405,ENST00000608405,single_exon,none,1815360,chr21,37267784,37268497,+,HAVANA,exon
1815367,ENSG00000273210,ENST00000608783,ENST00000608783,single_exon,none,1815367,chr21,37365477,37365932,-,HAVANA,exon
1815616,ENSG00000289538,ENST00000691168,ENST00000691168,single_exon,none,1815616,chr21,37816074,37816406,+,HAVANA,exon
1815801,ENSG00000270835,ENST00000632732,ENST00000632732,single_exon,none,1815801,chr21,38204141,38206080,-,HAVANA,exon
1815803,ENSG00000270835,ENST00000605450,ENST00000605450,single_exon,none,1815803,chr21,38204544,38205606,-,HAVANA,exon
1815819,ENSG00000231123,ENST00000423089,SPATA20P1-201,single_exon,none,1815819,chr21,38238227,38238664,-,HAVANA,exon
1815983,ENSG00000289404,ENST00000692770,ENST00000692770,single_exon,none,1815983,chr21,38497743,38498159,-,HAVANA,exon
1815986,ENSG00000231480,ENST00000442212,SNRPGP13-201,single_exon,none,1815986,chr21,38502445,38502621,+,HAVANA,exon
1816213,ENSG00000205622,ENST00000686487,ENST00000686487,single_exon,HFE,1816213,chr21,38904032,38905456,-,HAVANA,exon
1816265,ENSG00000272015,ENST00000606322,SNORA62.6-201,single_exon,none,1816265,chr21,38894785,38894867,+,ENSEMBL,exon
1816268,ENSG00000227721,ENST00000451820,RPSAP64-201,single_exon,none,1816268,chr21,38894917,38895252,+,HAVANA,exon
1816271,ENSG00000289445,ENST00000684917,ENST00000684917,single_exon,none,1816271,chr21,38959431,38961079,+,HAVANA,exon
1816298,ENSG00000235888,ENST00000691476,LINC02940-207,single_exon,HFE,1816298,chr21,39005882,39006877,-,HAVANA,exon
1816308,ENSG00000288266,ENST00000671754,ENST00000671754,single_exon,none,1816308,chr21,39023000,39023835,-,HAVANA,exon
1816315,ENSG00000228861,ENST00000467573,RPL23AP12-201,single_exon,none,1816315,chr21,39127568,39128040,+,HAVANA,exon
1816318,ENSG00000235701,ENST00000437262,PCBP2P1-201,single_exon,none,1816318,chr21,39171130,39172106,-,HAVANA,exon
1816321,ENSG00000276873,ENST00000616808,ENST00000616808,single_exon,none,1816321,chr21,39171462,39171560,-,ENSEMBL,exon
1816636,ENSG00000272991,ENST00000608767,ENST00000608767,single_exon,none,1816636,chr21,39184469,39184899,+,HAVANA,exon
1816647,ENSG00000229623,ENST00000438852,METTL21AP1-201,single_exon,none,1816647,chr21,39235386,39236020,-,HAVANA,exon
1816650,ENSG00000255568,ENST00000603064,BRWD1-AS2-201,single_exon,none,1816650,chr21,39313907,39314962,+,HAVANA,exon
1816807,ENSG00000252915,ENST00000517106,Y_RNA.717-201,single_exon,none,1816807,chr21,39344537,39344628,+,ENSEMBL,exon
1817187,ENSG00000275523,ENST00000611656,MIR6508-201,single_exon,none,1817187,chr21,39447010,39447069,+,ENSEMBL,exon
1817190,ENSG00000235808,ENST00000450079,MYL6P2-201,single_exon,none,1817190,chr21,39488327,39488760,+,HAVANA,exon
1817193,ENSG00000228349,ENST00000431743,RPS26P4-201,single_exon,none,1817193,chr21,39491544,39491898,-,HAVANA,exon
1817435,ENSG00000263973,ENST00000585040,MIR4760-201,single_exon,none,1817435,chr21,40212352,40212431,-,ENSEMBL,exon
1817453,ENSG00000207147,ENST00000384418,ENST00000384418,single_exon,none,1817453,chr21,40513144,40513279,+,ENSEMBL,exon
1817471,ENSG00000230859,ENST00000456507,YRDCP3-201,single_exon,none,1817471,chr21,40863994,40864473,+,HAVANA,exon
1817497,ENSG00000263681,ENST00000582241,MIR3197-201,single_exon,none,1817497,chr21,41167557,41167629,+,ENSEMBL,exon
1817576,ENSG00000280109,ENST00000623119,PLAC4-204,single_exon,HFE,1817576,chr21,41175231,41180818,-,HAVANA,exon
1817578,ENSG00000280109,ENST00000645185,PLAC4-205,single_exon,HFE,1817578,chr21,41175231,41185239,-,ENSEMBL,exon
1818809,ENSG00000207503,ENST00000384772,ENST00000384772,single_exon,none,1818809,chr21,41539206,41539326,+,ENSEMBL,exon
1818821,ENSG00000286027,ENST00000651009,PCSEAT-202,single_exon,HFE,1818821,chr21,41580475,41582887,+,HAVANA,exon
1818915,ENSG00000275166,ENST00000622292,MIR6814-201,single_exon,none,1818915,chr21,41746772,41746841,-,ENSEMBL,exon
1819154,ENSG00000251778,ENST00000515969,ENST00000515969,single_exon,none,1819154,chr21,41882205,41882300,+,ENSEMBL,exon
1819273,ENSG00000237232,ENST00000675924,ZNF295-AS1-209,single_exon,HFE,1819273,chr21,42009490,42011598,+,HAVANA,exon
1819292,ENSG00000237232,ENST00000455701,ZNF295-AS1-203,single_exon,HFE,1819292,chr21,42022083,42024951,+,HAVANA,exon
1819302,ENSG00000289322,ENST00000692249,ENST00000692249,single_exon,none,1819302,chr21,42055978,42057166,-,HAVANA,exon
1819623,ENSG00000223262,ENST00000411330,RNA5SP492-201,single_exon,none,1819623,chr21,42221173,42221286,+,ENSEMBL,exon
